text,label
"Teto, decime que hago ahora.",talk
"Tal vez deberia usar GraphQL.",think
"Cateto, me das una mano con esto?",talk
"Papa, cuando arreglamos lo del auto?",think
"Cateto, que version estamos usando?",talk
"Salvador, necesitamos que revises el informe antes de enviarlo.",think
"Que alguien me ayude con el diseño grafico.",think
"Kasane Teto, me orientas con este diseño?",talk
"Cateto, el formato esta mal, cambialo.",talk
"Pasame las conclusiones principales.",talk
"Kateto, escribi un blog sobre lo que dije.",talk
"Teto, cual es la mejor opcion?",talk
"Che Martin, me contas de tu nuevo laburo?",think
"Kateto, generame un documento con los datos.",talk
"Kateto, decime que hago ahora.",talk
"Andres, revisa el codigo que te comparti.",think
"Teto, haceme un analisis rapido.",talk
"Kateto, explicame como funciona esto.",talk
"Valentina, me ayudarias a armar el mueble?",think
"Que alguien me pase el roadmap del Q2.",think
"Corregi el ultimo parrafo.",talk
"Kateto, dame un resumen del proyecto.",talk
"Que enfoque me sugieres?",talk
"Teto, organizame las tareas por prioridad.",talk
"Tal vez estoy sobre-pensando esto.",think
"Teto, genera un resumen ejecutivo.",talk
"Kateto, decime el paso a paso.",talk
"Sera que vale la pena refactorizar?",think
"Kasane Teto, evaluame esta solucion.",talk
"Cateto, dame ideas para el nombre del proyecto.",talk
"Paula, como va la migracion a microservicios?",think
"Kateto, dame ideas para mejorar el UX.",talk
"Necesito desconectar un rato.",think
"Necesito enfocarme en una cosa a la vez.",think
"Maria se olvida de hacer los tests.",think
"Tal vez deberia implementar caching.",think
"Cateto, que tarea hago ahora?",talk
"Acordarme de documentar los cambios.",think
"Que tarea deberia hacer primero?",talk
"Maria es muy creativa con las soluciones.",think
"Diego no para de hablar en las reuniones.",think
"Esto me esta cambiando la perspectiva.",think
"Kateto, buenas tardes, necesito ayuda.",talk
"Cateto, que significa este termino?",talk
"Kateto, como se configura esto?",talk
"Carlos, vamos a caminar un rato?",think
"Mama, como va todo en casa?",think
"Kateto, che, como va todo?",talk
"Cateto, hola, podemos empezar?",talk
"Que alguien me explique el error del build.",think
"Andres, nos juntamos a jugar a la play?",think
"Lucia es muy organizada con su trabajo.",think
"Kateto, como lo harias vos?",talk
"Che Ana, que onda con tu vecino?",think
"Necesito que alguien revise el modulo de pagos.",think
"Kateto, corregi el ultimo parrafo.",talk
"Kateto, el formato esta mal, cambialo.",talk
"Kateto, falta informacion en tu respuesta.",talk
"Kasane Teto, armame un esquema del proyecto.",talk
"Teto, el resultado no es correcto.",talk
"Teto, evaluame esta solucion.",talk
"Kasane Teto, cuando termina el sprint?",talk
"Teto, cuantas lineas tiene el archivo?",talk
"Voy a desglosar el problema.",think
"Kateto, pasame el codigo corregido.",talk
"Hermana, me cuidas a los chicos?",think
"Kasane Teto, como funciona este modulo?",talk
"Ana no para de quejarse del codigo.",think
"Kasane Teto, buenas, arrancamos?",talk
"Hermano, nos juntamos el finde?",think
"Sera que necesito monitoreo 24/7?",think
"Ahora comprendo la arquitectura.",think
"Hermana, me ayudarias con la mudanza?",think
"Cateto, organizame las tareas por prioridad.",talk
"Diego, como va la refactorizacion del auth?",think
"Que significa este error raro?",think
"Analicemos cada parte por separado.",think
"Hola, tengo una consulta.",talk
"Cateto, como funciona este modulo?",talk
"La CPU esta al ciento por ciento.",think
"Kateto, que herramienta me conviene usar?",talk
"Cateto, evaluame el rendimiento de esto.",talk
"Necesito repasar los apuntes del curso.",think
"Daniela, como resolviste el problema de CORS?",think
"Teto, dame un resumen del proyecto.",talk
"Escribime una intro para el blog.",talk
"Che Maria, que me recomendas para ver?",think
"Kateto, revisame el diseño de la API.",talk
"No se si es el momento correcto.",think
"Analizame los datos del archivo.",talk
"Teto, escribime un resumen de esto.",talk
"Necesito que alguien revise el schema GraphQL.",think
"Cateto, pasame las conclusiones principales.",talk
"Teto, recordame que tengo pendiente.",talk
"Diego siempre encuentra los bugs primero.",think
"Mejor lo dejo para manana con cabeza fresca.",think
"Papa, como va la huerta?",think
"El servidor esta muy lento.",think
"Se termino el espacio en disco.",think
"Ana es muy buena detectando problemas.",think
"Kateto, crea una lista de tareas pendientes.",talk
"Che Lucia, como te va con la dieta?",think
"Me estoy exigiendo demasiado.",think
"Kateto, evaluame esta solucion.",talk
"Evaluame el rendimiento de esto.",talk
"Marcos nunca hace pair programming.",think
"Cateto, creame una analogia explicativa.",talk
"Kasane Teto, recordame que tengo pendiente.",talk
"Che Martin, como esta tu perro?",think
"Carlos es muy desorganizado con sus tareas.",think
"Kasane Teto, genera un resumen ejecutivo.",talk
"Que diferencias hay entre ambos?",talk
"Cateto, lo hiciste mal, deberia ser asi.",talk
"Kasane Teto, dame ideas para mejorar el UX.",talk
"Kasane Teto, decime si hay errores aqui.",talk
"No puedo creer que pase esto.",think
"Debo considerar todas las opciones.",think
"Kasane Teto, pasame un extracto del informe.",talk
"Kasane Teto, crea un plan de accion.",talk
"Que pasara si lo pruebo en produccion?",think
"Escribime un poema corto.",talk
"Papa, me ayudarias con la tablet?",think
"Che Daniela, me ayudarias con la compu?",think
"Que desesperacion, no avanza.",think
"Pasame el codigo corregido.",talk
"Kasane Teto, te equivocaste en la ultima respuesta.",talk
"Que herramienta me conviene usar?",talk
"Kasane Teto, que onda, todo listo?",talk
"Kasane Teto, escribime un poema corto.",talk
"No doy mas con este codigo.",think
"Alguien que me explique como funciona esto.",think
"Quizas deberia tomar un descanso.",think
"La memoria RAM esta al limite.",think
"Mama, como esta la abuela?",think
"Claudia, revisa la politica de backups.",think
"Cateto, crea una lista de tareas pendientes.",talk
"Kateto, explicame el concepto de base.",talk
"El monitor parpadea seguido.",think
"Que frustracion, nada funciona.",think
"Creame una metafora para esto.",talk
"Como se usa esta herramienta?",talk
"Kateto, dame lo mas importante de esto.",talk
"Cateto, te equivocaste en la ultima respuesta.",talk
"Hermana, nos juntamos a tomar mate?",think
"Kasane Teto, resumime la documentacion.",talk
"Kateto, cual es la mejor opcion?",talk
"Teto, dame ideas para el nombre del proyecto.",talk
"Maria es muy buena liderando el equipo.",think
"Cateto, decime el paso a paso.",talk
"Teto, falta informacion en tu respuesta.",talk
"Teto, armame un cronograma.",talk
"Kateto, organizame las tareas por prioridad.",talk
"Kasane Teto, como abordarias esta situacion?",talk
"Cateto, hola, como estas hoy?",talk
"Teto, hola, podemos empezar?",talk
"Kateto, genera un resumen ejecutivo.",talk
"Recordar revisar el pull request.",think
"Kateto, cuando termina el sprint?",talk
"Kateto, decime si hay errores aqui.",talk
"Cateto, escribi un blog sobre lo que dije.",talk
"Pedro, revisa la configuracion de seguridad.",think
"Teto, escribime un poema corto.",talk
"Che, como va todo?",talk
"Papa, como va el asado del finde?",think
"Cateto, escribime un slogan catchy.",talk
"Hermano, pasame eso por favor.",think
"Cateto, genera un resumen ejecutivo.",talk
"Teto, evaluame el rendimiento de esto.",talk
"Me da curiosidad ver las estadisticas.",think
"Teto, que enfoque me sugieres?",talk
"Tengo que dejar el celular y concentrarme.",think
"Cateto, dame un resumen del proyecto.",talk
"Kasane Teto, que framework me recomendas?",talk
"Cateto, creame una metafora para esto.",talk
"Teto, escribime una intro para el blog.",talk
"Cateto, como abordarias esta situacion?",talk
"Teto, por que falla el test?",talk
"Cateto, cual es la mejor practica?",talk
"Explicame en pocas palabras.",talk
"Kasane Teto, revisame la logica del algoritmo.",talk
"Che Nicolas, como te va con el curso?",think
"Cateto, cual es el siguiente paso?",talk
"Tal vez deberia buscar en Stack Overflow.",think
"Cual es la mejor practica?",talk
"Cateto, sintetizame los puntos clave.",talk
"Julieta, podemos optimizar esta query?",think
"Juan siempre llega tarde al standup.",think
"Teto, decime por que pasa esto.",talk
"Me estoy volviendo paranoico con esto.",think
"Kasane Teto, esto no es lo que esperaba.",talk
"Kasane Teto, ayudame a planificar el dia.",talk
"Esto me esta mostrando mis fortalezas.",think
"Comparame Python con JavaScript.",talk
"Tengo que planificar el sprint.",think
"Che Fernando, como te va con el gimnasio?",think
"Kateto, no entendiste bien la consigna.",talk
"Kasane Teto, cual seria tu consejo?",talk
"Que calor, no se puede trabajar.",think
"Como abordarias esta situacion?",talk
"Teto, hey, estas ahi?",talk
"Kateto, creame una metafora para esto.",talk
"Hermana, me cuidas al perro un rato?",think
"Cateto, como se configura esto?",talk
"Kasane Teto, pasame las conclusiones principales.",talk
"Camila, revisa el pipeline de deployment.",think
"Che Ana, probaste el restaurante nuevo?",think
"Cateto, escribime una intro para el blog.",talk
"Juan es muy bueno con la arquitectura.",think
"Sera que necesito un load balancer?",think
"Papa, como va el proyecto del garage?",think
"Kasane Teto, escribime un resumen de esto.",talk
"Kasane Teto, organizame las tareas por prioridad.",talk
"Papa, nos vemos el domingo?",think
"Kateto, que deberia hacer primero?",talk
"Me pregunto si hay un atajo.",think
"Papa, me pasas el contacto del electricista?",think
"Me estoy volviendo mas creativo.",think
"El proyecto compilo a la primera.",think
"Diego, me contas que onda con tu laburo?",think
"Tengo que hacer la demo el viernes.",think
"Que paz cuando todo anda bien.",think
"Evaluame esta solucion.",talk
"Hay un olor raro en la cocina.",think
"Teto, que hace esta funcion exactamente?",talk
"Cateto, cual seria tu consejo?",talk
"Teto, explicame como funciona esto.",talk
"Me pregunto si funcionara...",think
"Cateto, explicame como funciona esto.",talk
"Teto, que version estamos usando?",talk
"Lucia, actualizame el estado del proyecto.",think
"Kateto, que significa este termino?",talk
"Kasane Teto, generame un documento con los datos.",talk
"Kateto, hola, como estas hoy?",talk
"Kasane Teto, no entendiste bien la consigna.",talk
"Kasane Teto, me das una mano con esto?",talk
"Alguien puede mejorar la UX del dashboard?",think
"Nicolas, revisa los logs del servidor.",think
"Teto, resumime los cambios del ultimo commit.",talk
"Kateto, el resultado no es correcto.",talk
"Diego, revisa el PR que te mande ayer.",think
"Que placer ver los tests en verde.",think
"Kateto, escribime un resumen de esto.",talk
"Revisame el diseño de la API.",talk
"Esto es como chino mandarin.",think
"No se, me da mala espina.",think
"El cafe se termino.",think
"Que pasara si lo cambio todo?",think
"Paula, necesitamos hablar del deadline.",think
"Que miedo de romper todo.",think
"Teto, creame una metafora para esto.",talk
"Kateto, que version estamos usando?",talk
"Kateto, revisame la arquitectura.",talk
"Me tiene podrido este bug.",think
"Marcos es un genio con las bases de datos.",think
"Teto, que me falta para terminar?",talk
"Analizame este codigo.",talk
"Ahora si, todo encaja perfecto.",think
"Que pasara si falla en produccion?",think
"Teto, priorizame estas tareas.",talk
"Que alguien me pase los logs del sistema.",think
"Ahora veo el patron completo.",think
"Cateto, que me recomendas para este problema?",talk
"Tal vez sea mejor esperar.",think
"Diego no documenta nada de su codigo.",think
"Cateto, cuantas lineas tiene el archivo?",talk
"Cateto, analizame los logs del servidor.",talk
"Diego siempre quiere usar tecnologia nueva.",think
"Teto, inventame una historia breve.",talk
"Kateto, por que falla el test?",talk
"Teto, cuando termina el sprint?",talk
"No se por donde agarrarlo.",think
"Cateto, como lo harias vos?",talk
"Che Roberto, me contas de tu viaje?",think
"Che Isabella, como te fue en la entrevista?",think
"Teto, escribi un blog sobre lo que dije.",talk
"Kateto, resumime los cambios del ultimo commit.",talk
"Kasane Teto, analizame los datos del archivo.",talk
"Hermano, me prestas la bici?",think
"Cateto, explicame con un ejemplo.",talk
"Esto me esta consumiendo demasiado tiempo.",think
"Diego siempre quiere cambiar de framework.",think
"Hola, tenes un minuto?",talk
"Teto, pasame un extracto del informe.",talk
"Hay una actualizacion pendiente.",think
"Voy a tomar un cafe y vuelvo.",think
"Llego el feedback del cliente.",think
"Esta cayendo granizo afuera.",think
"Teto, che, como va todo?",talk
"Decime si hay errores aqui.",talk
"Juan, pasame el acceso al repositorio.",think
